Index,X,Y,Z,E
828,7256,8162,80,4867
829,7292,8153,80,4870
830,7407,8267,80,4874
831,7522,8382,80,4878
832,7636,8497,80,4882
833,7751,8612,80,4886
834,7862,8676,80,4889
835,7747,8561,80,4894
836,7633,8446,80,4898
837,7518,8332,80,4902
838,7403,8218,80,4906
839,7305,8113,80,4910
840,7442,8213,80,4914
841,7557,8327,80,4918
842,7672,8441,80,4922
843,7787,8556,80,4926
844,7902,8671,80,4930
845,7893,8617,80,4933
846,7779,8502,80,4937
847,7664,8387,80,4941
848,7549,8273,80,4945
849,7434,8158,80,4949
850,7478,8157,80,4953
851,7593,8272,80,4957
852,7707,8387,80,4961
853,7822,8501,80,4965
854,7937,8616,80,4969
855,8039,8671,80,4973
856,7924,8557,80,4977
857,7809,8442,80,4981
858,7694,8328,80,4985
859,7579,8213,80,4989
860,7496,8113,80,4992
861,7628,8217,80,4996
862,7743,8332,80,5000
863,7857,8446,80,5004
864,7972,8561,80,5008
865,8087,8676,80,5013
866,8070,8612,80,5016
867,7955,8498,80,5020
868,7840,8383,80,5024
869,7726,8268,80,5028
870,7611,8154,80,5032
871,7663,8162,80,5035
872,7778,8276,80,5039
873,7893,8391,80,5043
874,8007,8506,80,5047
875,8122,8621,80,5052
876,8215,8667,80,5055
877,8100,8552,80,5059
878,7986,8437,80,5063
879,7871,8323,80,5067
880,7756,8208,80,5071
881,7690,8113,80,5074
882,7813,8222,80,5078
883,7928,8336,80,5082
884,8043,8450,80,5086
885,8158,8565,80,5091
886,8273,8680,80,5095
887,8246,8608,80,5098
888,8132,8493,80,5102
889,8017,8378,80,5106
890,7902,8264,80,5110
891,7787,8149,80,5114
892,7849,8166,80,5117
893,7964,8281,80,5121
894,8078,8396,80,5125
895,8193,8510,80,5130
896,8308,8625,80,5134
897,8392,8662,80,5137
898,8277,8548,80,5141
899,8162,8433,80,5145
900,8047,8319,80,5149
901,7932,8204,80,5153
902,7882,8113,80,5156
903,7999,8226,80,5160
904,8114,8341,80,5164
905,8228,8455,80,5169
906,8343,8570,80,5173
907,8457,8676,80,5177
908,8380,8561,80,5180
909,8265,8446,80,5184
910,8151,8331,80,5188
911,8036,8217,80,5192
912,7940,8113,80,5196
913,8077,8213,80,5200
914,7936,8328,80,5204
915,8306,8443,80,5208
916,8421,8557,80,5212
917,8528,8617,80,5215
918,8413,8503,80,5219
919,8298,8388,80,5223
920,8183,8274,80,5227
921,8068,8159,80,5231
922,8110,8156,80,5235
923,8225,8271,80,5239
924,8340,8385,80,5243
925,8454,8500,80,5247
926,8570,8608,80,5251
927,8501,8501,80,5254
928,8386,8386,80,5258
929,8272,8271,80,5262
930,8157,8156,80,5266
931,8203,8159,80,5270
932,8318,8273,80,5274
933,8433,8388,80,5278
934,8547,8503,80,5282
935,8657,8565,80,5285
936,8542,8450,80,5290
937,8427,8337,80,5294
938,8312,8222,80,5298
939,8205,8113,80,5302
940,8343,8208,80,5305
941,8458,8323,80,5309
942,8573,8437,80,5314
943,8688,8552,80,5318
944,8666,8485,80,5321
945,8551,8370,80,5325
946,8437,8255,80,5329
947,8322,8141,80,5333
948,8400,8175,80,5336
949,8515,8290,80,5340
950,8630,8403,80,5344
951,8745,8518,80,5349
952,8788,8516,80,5352
953,8673,8401,80,5356
954,8558,8287,80,5360
955,8443,8172,80,5364
956,8459,8143,80,5367
957,8574,8258,80,5371
958,8689,8372,80,5375
959,8803,8487,80,5379
960,8909,8547,80,5383
961,8795,8432,80,5387
962,8680,8318,80,5391
963,8565,8203,80,5395
964,8659,8252,80,5397
965,8774,8367,80,5401
966,8889,8481,80,5405
967,9006,8553,80,5408
968,8891,8438,80,5412
969,8776,8324,80,5417
970,8718,8237,80,5420
971,8844,8347,80,5424
972,8959,8461,80,5428
973,9095,8560,80,5431
974,9001,8458,80,5435
975,8886,8343,80,5439
976,8793,8240,80,5443
977,8929,8341,80,5446
978,9044,8455,80,5450
979,9170,8560,80,5454
980,9098,8464,80,5458
981,8983,8350,80,5462
982,8874,8240,80,5466
983,9012,8334,80,5469
984,9127,8448,80,5473
985,9244,8560,80,5477
